State,Town,7_2009
Illinois,.Lake in the Hills village,"29,704"
Illinois,.Lake Ka-Ho village,246
Illinois,.Lakemoor village,"5,776"
Illinois,.Lake Villa village,"8,706"
Illinois,.Lakewood village,"3,706"
Illinois,.Lake Zurich village,"20,427"
Illinois,.La Moille village,736
Illinois,.Lanark city,"1,448"
Illinois,.Lansing village,"26,524"
Illinois,.La Prairie village,58
Illinois,.La Rose village,143
Illinois,.LaSalle city,"9,497"
Illinois,.Latham village,343
Illinois,.Lawrenceville city,"4,287"
Illinois,.Leaf River village,542
Illinois,.Lebanon city,"4,541"
Illinois,.Lee village,310
Illinois,.Leland village,960
Illinois,.Leland Grove city,"1,437"
Illinois,.Lemont village,"16,251"
Illinois,.Lena village,"2,807"
Illinois,.Lenzburg village,535
Illinois,.Leonore village,108
Illinois,.Lerna village,311
Illinois,.Le Roy city,"3,566"
Illinois,.Lewistown city,"2,364"
Illinois,.Lexington city,"1,974"
Illinois,.Liberty village,511
Illinois,.Libertyville village,"21,834"
Illinois,.Lily Lake village,929
Illinois,.Lima village,167
Illinois,.Limestone village,"1,646"
Illinois,.Lincoln city,"14,523"
Illinois,.Lincolnshire village,"7,956"
Illinois,.Lincolnwood village,"11,742"
Illinois,.Lindenhurst village,"14,694"
Illinois,.Lisbon village,371
Illinois,.Lisle village,"23,163"
Illinois,.Litchfield city,"6,588"
Illinois,.Littleton village,184
Illinois,.Little York village,245
Illinois,.Liverpool village,113
Illinois,.Livingston village,789
Illinois,.Loami village,787
Illinois,.Lockport city,"25,055"
Illinois,.Loda village,397
Illinois,.Lomax village,415
Illinois,.Lombard village,"42,825"
Illinois,.London Mills village,422
Illinois,.Long Creek village,"1,342"
Illinois,.Long Grove village,"8,104"
Illinois,.Long Point village,232
Illinois,.Longview village,145
Illinois,.Loraine village,356
Illinois,.Lostant village,471
Illinois,.Louisville village,"1,217"
Illinois,.Loves Park city,"24,464"
Illinois,.Lovington village,"1,167"
Illinois,.Ludlow village,365
Illinois,.Lyndon village,546
Illinois,.Lynnville village,133
Illinois,.Lynwood village,"8,650"
Illinois,.Lyons village,"10,187"
Illinois,.McClure village,370
Illinois,.McCook village,236
Illinois,.McCullom Lake village,"1,111"
Illinois,.Macedonia village,49
Illinois,.McHenry city,"27,165"
Illinois,.Machesney Park village,"22,724"
Illinois,.Mackinaw village,"1,750"
Illinois,.McLean village,799
Illinois,.McLeansboro city,"2,719"
Illinois,.McNabb village,281
Illinois,.Macomb city,"19,748"
Illinois,.Macon city,"1,128"
Illinois,.Madison city,"4,545"
Illinois,.Maeystown village,152
Illinois,.Magnolia village,271
Illinois,.Mahomet village,"6,664"
Illinois,.Makanda village,407
Illinois,.Malden village,330
Illinois,.Malta village,"1,194"
Illinois,.Manchester village,331
Illinois,.Manhattan village,"7,345"
Illinois,.Manito village,"1,595"
Illinois,.Manlius village,336
Illinois,.Mansfield village,911
Illinois,.Manteno village,"8,575"
Illinois,.Maple Park village,"1,298"
Illinois,.Mapleton village,238
Illinois,.Maquon village,285
Illinois,.Marengo city,"7,614"
Illinois,.Marietta village,143
Illinois,.Marine village,934
Illinois,.Marion city,"17,460"
Illinois,.Marissa village,"1,999"
Illinois,.Mark village,525
Illinois,.Markham city,"12,169"
Illinois,.Maroa city,"1,565"
Illinois,.Marquette Heights city,"2,836"
Illinois,.Marseilles city,"4,970"
Illinois,.Marshall city,"3,884"
Illinois,.Martinsville city,"1,194"
Illinois,.Martinton village,374
Illinois,.Maryville village,"7,545"
Illinois,.Mascoutah city,"6,797"
Illinois,.Mason town,398
Illinois,.Mason City city,"2,324"
Illinois,.Matherville village,739
Illinois,.Matteson village,"17,313"
Illinois,.Mattoon city,"17,120"
Illinois,.Maunie village,171
Illinois,.Maywood village,"24,903"
Illinois,.Mazon village,"1,015"
Illinois,.Mechanicsburg village,451
Illinois,.Media village,112
Illinois,.Medora village,478
Illinois,.Melrose Park village,"21,767"
Illinois,.Melvin village,450
Illinois,.Mendon village,"1,012"
Illinois,.Mendota city,"7,008"
Illinois,.Menominee village,206
Illinois,.Meredosia village,960
Illinois,.Merrionette Park village,"1,983"
Illinois,.Metamora village,"3,437"
Illinois,.Metcalf village,202
Illinois,.Metropolis city,"6,490"
Illinois,.Mettawa village,516
Illinois,.Middletown village,417
Illinois,.Midlothian village,"13,577"
Illinois,.Milan village,"5,195"
Illinois,.Milford village,"1,257"
Illinois,.Millbrook village,375
Illinois,.Mill Creek village,74
Illinois,.Milledgeville village,921
Illinois,.Millington village,529
Illinois,.Mill Shoals village,226
Illinois,.Millstadt village,"3,401"
Illinois,.Milton village,251
Illinois,.Mineral village,259
Illinois,.Minier village,"1,255"
Illinois,.Minonk city,"2,175"
Illinois,.Minooka village,"10,651"
Illinois,.Modesto village,241
Illinois,.Mokena village,"19,251"
Illinois,.Moline city,"43,050"
Illinois,.Momence city,"3,063"
Illinois,.Monee village,"4,993"
Illinois,.Monmouth city,"9,244"
Illinois,.Monroe Center village,498
Illinois,.Montgomery village,"15,335"
Illinois,.Monticello city,"5,374"
Illinois,.Montrose village,259
Illinois,.Morris city,"13,972"
Illinois,.Morrison city,"4,307"
Illinois,.Morrisonville village,"1,012"
Illinois,.Morton village,"16,209"
Illinois,.Morton Grove village,"22,412"
Illinois,.Mound City city,574
Illinois,.Mounds city,921
Illinois,.Mound Station village,118
Illinois,.Mount Auburn village,537
Illinois,.Mount Carmel city,"7,363"
Illinois,.Mount Carroll city,"1,649"
Illinois,.Mount Clare village,418
Illinois,.Mount Erie village,100
Illinois,.Mount Morris village,"3,093"
Illinois,.Mount Olive city,"2,052"
Illinois,.Mount Prospect village,"53,050"
Illinois,.Mount Pulaski city,"1,577"
Illinois,.Mount Sterling city,"1,912"
Illinois,.Mount Vernon city,"16,185"
Illinois,.Mount Zion village,"5,232"
Illinois,.Moweaqua village,"1,828"
Illinois,.Muddy village,72
Illinois,.Mulberry Grove village,652
Illinois,.Muncie village,145
Illinois,.Mundelein village,"33,979"
Illinois,.Murphysboro city,"8,106"
Illinois,.Murrayville village,613
Illinois,.Naperville city,"143,661"
Illinois,.Naplate village,511
Illinois,.Naples town,124
Illinois,.Nashville city,"2,993"
Illinois,.Nason city,235
Illinois,.Nauvoo city,"1,141"
Illinois,.Nebo village,372
Illinois,.Nelson village,155
Illinois,.Neoga city,"1,732"
Illinois,.Neponset village,489
Illinois,.Newark village,"1,199"
Illinois,.New Athens village,"1,998"
Illinois,.New Baden village,"3,252"
Illinois,.New Bedford village,90
Illinois,.New Berlin village,"1,137"
Illinois,.New Boston city,613
Illinois,.New Burnside village,251
Illinois,.New Canton town,380
Illinois,.New Douglas village,342
Illinois,.New Grand Chain village,198
Illinois,.New Haven village,424
Illinois,.New Holland village,303
Illinois,.New Lenox village,"24,286"
Illinois,.Newman city,889
Illinois,.New Milford village,565
Illinois,.New Minden village,192
Illinois,.New Salem village,124
Illinois,.Newton city,"2,889"
Illinois,.Niantic village,663
Illinois,.Niles village,"28,513"
Illinois,.Nilwood town,273
Illinois,.Noble village,691
Illinois,.Nokomis city,"2,230"
Illinois,.Nora village,113
Illinois,.Normal town,"52,799"
Illinois,.Norridge village,"13,876"
Illinois,.Norris village,182
Illinois,.Norris City village,"1,013"
Illinois,.North Aurora village,"15,848"
Illinois,.North Barrington village,"3,234"
Illinois,.Northbrook village,"33,764"
Illinois,.North Chicago city,"32,656"
Illinois,.North City village,653
Illinois,.Northfield village,"5,463"
Illinois,.North Henderson village,179
Illinois,.Northlake city,"11,380"
Illinois,.North Pekin village,"1,722"
Illinois,.North Riverside village,"6,203"
Illinois,.North Utica village,"1,051"
Illinois,.Norwood village,460
Illinois,.Oak Brook village,"8,828"
Illinois,.Oakbrook Terrace city,"2,384"
Illinois,.Oakdale village,199
Illinois,.Oakford village,291
Illinois,.Oak Forest city,"27,681"
Illinois,.Oak Grove village,718
Illinois,.Oakland city,933
Illinois,.Oak Lawn village,"52,948"
Illinois,.Oak Park village,"53,125"
Illinois,.Oakwood village,"1,427"
Illinois,.Oakwood Hills village,"2,395"
Illinois,.Oblong village,"1,513"
Illinois,.Oconee village,184
Illinois,.Odell village,994
Illinois,.Odin village,"1,050"
Illinois,.O'Fallon city,"27,778"
Illinois,.Ogden village,722
Illinois,.Oglesby city,"3,679"
Illinois,.Ohio village,514
Illinois,.Ohlman village,145
Illinois,.Okawville village,"1,329"
Illinois,.Old Mill Creek village,264
Illinois,.Old Ripley village,123
Illinois,.Old Shawneetown village,251
Illinois,.Olmsted village,286
Illinois,.Olney city,"8,392"
Illinois,.Olympia Fields village,"4,717"
Illinois,.Omaha village,232
Illinois,.Onarga village,"1,350"
Illinois,.Oneida city,689
Illinois,.Oquawka village,"1,361"
Illinois,.Orangeville village,760
Illinois,.Oreana village,914
Illinois,.Oregon city,"4,129"
Illinois,.Orient city,311
Illinois,.Orion village,"1,676"
Illinois,.Orland Hills village,"7,147"
Illinois,.Orland Park village,"55,236"
Illinois,.Oswego village,"29,364"
Illinois,.Ottawa city,"19,324"
Illinois,.Otterville town,120
Illinois,.Owaneco village,242
Illinois,.Palatine village,"66,690"
Illinois,.Palestine village,"1,316"
Illinois,.Palmer village,231
Illinois,.Palmyra village,701
Illinois,.Palos Heights city,"12,387"
Illinois,.Palos Hills city,"16,828"
Illinois,.Palos Park village,"5,041"
Illinois,.Pana city,"5,685"
Illinois,.Panama village,313
Illinois,.Panola village,34
Illinois,.Papineau village,195
Illinois,.Paris city,"8,595"
Illinois,.Park City city,"6,710"
Illinois,.Parkersburg village,224
Illinois,.Park Forest village,"22,462"
Illinois,.Park Ridge city,"36,806"
Illinois,.Patoka village,598
Illinois,.Pawnee village,"2,550"
Illinois,.Paw Paw village,866
Illinois,.Paxton city,"4,465"
Illinois,.Payson village,"1,051"
Illinois,.Pearl village,170
Illinois,.Pearl City village,771
Illinois,.Pecatonica village,"2,204"
Illinois,.Pekin city,"33,580"
Illinois,.Peoria city,"115,520"
Illinois,.Peoria Heights village,"6,278"
Illinois,.Peotone village,"4,317"
Illinois,.Percy village,914
Illinois,.Perry village,394
Illinois,.Peru city,"9,792"
Illinois,.Pesotum village,500
Illinois,.Petersburg city,"2,185"
Illinois,.Phillipstown village,27
Illinois,.Philo village,"1,608"
Illinois,.Phoenix village,"2,034"
Illinois,.Pierron village,645
Illinois,.Pinckneyville city,"5,370"
Illinois,.Pingree Grove village,"4,183"
Illinois,.Piper City village,727
Illinois,.Pittsburg village,586
Illinois,.Pittsfield city,"4,396"
Illinois,.Plainfield village,"36,659"
Illinois,.Plainville village,243
Illinois,.Plano city,"12,674"
Illinois,.Plattville village,266
Illinois,.Pleasant Hill village,952
Illinois,.Pleasant Plains village,721
Illinois,.Plymouth village,512
Illinois,.Pocahontas village,714
Illinois,.Polo city,"2,480"
Illinois,.Pontiac city,"11,261"
Illinois,.Pontoon Beach village,"6,121"
Illinois,.Pontoosuc village,157
Illinois,.Poplar Grove village,"4,145"
Illinois,.Port Barrington village,"1,434"
Illinois,.Port Byron village,"1,676"
Illinois,.Posen village,"4,875"
Illinois,.Potomac village,654
Illinois,.Prairie City village,418
Illinois,.Prairie du Rocher village,567
Illinois,.Prairie Grove village,"2,007"
Illinois,.Princeton city,"7,461"
Illinois,.Princeville village,"1,663"
Illinois,.Prophetstown city,"1,916"
Illinois,.Prospect Heights city,"15,959"
Illinois,.Pulaski village,227
Illinois,.Quincy city,"40,061"
Illinois,.Radom village,381
Illinois,.Raleigh village,317
Illinois,.Ramsey village,"1,046"
Illinois,.Rankin village,581
Illinois,.Ransom village,383
Illinois,.Rantoul village,"12,247"
Illinois,.Rapids City village,989
Illinois,.Raritan village,119
Illinois,.Raymond village,887
Illinois,.Red Bud city,"3,619"
Illinois,.Reddick village,225
Illinois,.Redmon village,187
Illinois,.Reynolds village,481
Illinois,.Richmond village,"2,317"
Illinois,.Richton Park village,"12,805"
Illinois,.Richview village,284
Illinois,.Ridge Farm village,851
Illinois,.Ridgway village,819
Illinois,.Ridott village,148
Illinois,.Ringwood village,544
Illinois,.Rio village,221
Illinois,.Ripley village,94
Illinois,.Riverdale village,"14,080"
Illinois,.River Forest village,"11,128"
Illinois,.River Grove village,"9,931"
Illinois,.Riverside village,"8,234"
Illinois,.Riverton village,"3,050"
Illinois,.Riverwoods village,"4,072"
Illinois,.Roanoke village,"2,028"
Illinois,.Robbins village,"6,330"
Illinois,.Roberts village,376
Illinois,.Robinson city,"6,304"
Illinois,.Rochelle city,"9,858"
Illinois,.Rochester village,"3,246"
Illinois,.Rockbridge village,176
Illinois,.Rock City village,317
Illinois,.Rockdale village,"2,004"
Illinois,.Rock Falls city,"9,268"
Illinois,.Rockford city,"157,280"
Illinois,.Rock Island city,"38,084"
Illinois,.Rockton village,"5,526"
Illinois,.Rockwood village,40
Illinois,.Rolling Meadows city,"23,324"
Illinois,.Romeoville village,"37,997"
Illinois,.Roodhouse city,"1,927"
Illinois,.Roscoe village,"8,813"
Illinois,.Rose Hill village,75
Illinois,.Roselle village,"23,200"
Illinois,.Rosemont village,"3,907"
Illinois,.Roseville village,970
Illinois,.Rosiclare city,"1,089"
Illinois,.Rossville village,"1,144"
Illinois,.Round Lake village,"16,752"
Illinois,.Round Lake Beach village,"27,790"
Illinois,.Round Lake Heights village,"2,797"
Illinois,.Round Lake Park village,"6,177"
Illinois,.Roxana village,"1,552"
Illinois,.Royal village,268
Illinois,.Royal Lakes village,184
Illinois,.Royalton village,"1,155"
Illinois,.Ruma village,303
Illinois,.Rushville city,"3,010"
Illinois,.Russellville village,113
Illinois,.Rutland village,350
Illinois,.Sadorus village,397
Illinois,.Sailor Springs village,122
Illinois,.St. Anne village,"1,247"
Illinois,.St. Augustine village,136
Illinois,.St. Charles city,"32,840"
Illinois,.St. David village,544
Illinois,.St. Elmo city,"1,413"
Illinois,.Ste. Marie village,246
Illinois,.St. Francisville city,716
Illinois,.St. Jacob village,"1,093"
Illinois,.St. Johns village,213
Illinois,.St. Joseph village,"4,051"
Illinois,.St. Libory village,624
Illinois,.St. Peter village,379
Illinois,.Salem city,"7,312"
Illinois,.Sammons Point village,324
Illinois,.Sandoval village,"1,318"
Illinois,.Sandwich city,"7,381"
Illinois,.San Jose village,638
Illinois,.Sauget village,239
Illinois,.Sauk Village village,"10,221"
Illinois,.Saunemin village,424
Illinois,.Savanna city,"3,188"
Illinois,.Savoy village,"5,668"
Illinois,.Sawyerville village,282
Illinois,.Saybrook village,757
Illinois,.Scales Mound village,376
Illinois,.Schaumburg village,"71,303"
Illinois,.Schiller Park village,"11,431"
Illinois,.Schram City village,607
Illinois,.Sciota village,52
Illinois,.Scottville village,134
Illinois,.Seaton village,222
Illinois,.Seatonville village,309
Illinois,.Secor village,375
Illinois,.Seneca village,"2,125"
Illinois,.Sesser city,"2,116"
Illinois,.Shabbona village,957
Illinois,.Shannon village,789
Illinois,.Shawneetown city,"1,247"
Illinois,.Sheffield village,926
Illinois,.Shelbyville city,"4,647"
Illinois,.Sheldon village,"1,130"
Illinois,.Sheridan village,"1,958"
Illinois,.Sherman village,"3,873"
Illinois,.Sherrard village,668
Illinois,.Shiloh village,"11,543"
Illinois,.Shipman town,631
Illinois,.Shorewood village,"15,749"
Illinois,.Shumway village,228
Illinois,.Sibley village,319
Illinois,.Sidell village,589
Illinois,.Sidney village,"1,131"
Illinois,.Sigel town,387
Illinois,.Silvis city,"7,759"
Illinois,.Simpson village,56
Illinois,.Sims village,260
Illinois,.Skokie village,"66,468"
Illinois,.Sleepy Hollow village,"3,712"
Illinois,.Smithboro village,231
Illinois,.Smithfield village,203
Illinois,.Smithton village,"3,456"
Illinois,.Somonauk village,"1,823"
Illinois,.Sorento village,595
Illinois,.South Barrington village,"4,494"
Illinois,.South Beloit city,"5,479"
Illinois,.South Chicago Heights village,"3,760"
Illinois,.South Elgin village,"21,304"
Illinois,.Southern View village,"1,640"
Illinois,.South Holland village,"21,045"
Illinois,.South Jacksonville village,"3,204"
Illinois,.South Pekin village,"1,200"
Illinois,.South Roxana village,"1,805"
Illinois,.South Wilmington village,640
Illinois,.Sparland village,474
Illinois,.Sparta city,"4,317"
Illinois,.Spaulding village,823
Illinois,.Spillertown village,225
Illinois,.Spring Bay village,525
Illinois,.Springerton village,128
Illinois,.Springfield city,"118,033"
Illinois,.Spring Grove village,"5,807"
Illinois,.Spring Valley city,"5,416"
Illinois,.Standard village,249
Illinois,.Standard City village,133
Illinois,.Stanford village,686
Illinois,.Staunton city,"5,084"
Illinois,.Steeleville village,"2,013"
Illinois,.Steger village,"10,422"
Illinois,.Sterling city,"15,053"
Illinois,.Steward village,258
Illinois,.Stewardson village,716
Illinois,.Stickney village,"5,741"
Illinois,.Stillman Valley village,"1,114"
Illinois,.Stockton village,"1,781"
Illinois,.Stonefort village,292
Illinois,.Stone Park village,"4,851"
Illinois,.Stonington village,892
Illinois,.Stoy village,114
Illinois,.Strasburg village,561
Illinois,.Strawn village,97
Illinois,.Streamwood village,"36,974"
Illinois,.Streator city,"13,764"
Illinois,.Stronghurst village,780
Illinois,.Sublette village,438
Illinois,.Sugar Grove village,"9,736"
Illinois,.Sullivan city,"4,396"
Illinois,.Summerfield village,472
Illinois,.Summit village,"10,169"
Illinois,.Sumner city,"2,966"
Illinois,.Sun River Terrace village,527
Illinois,.Swansea village,"13,055"
Illinois,.Sycamore city,"17,816"
Illinois,.Symerton village,119
Illinois,.Table Grove village,374
Illinois,.Tallula village,601
Illinois,.Tamaroa village,718
Illinois,.Tamms village,900
Illinois,.Tampico village,725
Illinois,.Taylor Springs village,560
Illinois,.Taylorville city,"12,142"
Illinois,.Tennessee village,131
Illinois,.Teutopolis village,"1,681"
Illinois,.Thawville village,295
Illinois,.Thayer village,689
Illinois,.Thebes village,393
Illinois,.Third Lake village,"1,382"
Illinois,.Thomasboro village,"1,239"
Illinois,.Thompsonville village,586
Illinois,.Thomson village,522
Illinois,.Thornton village,"2,375"
Illinois,.Tilden village,877
Illinois,.Tilton village,"3,061"
Illinois,.Timberlane village,615
Illinois,.Time village,27
Illinois,.Tinley Park village,"59,140"
Illinois,.Tiskilwa village,745
Illinois,.Toledo village,"1,115"
Illinois,.Tolono village,"2,882"
Illinois,.Toluca city,"1,249"
Illinois,.Tonica village,695
Illinois,.Topeka village,83
Illinois,.Toulon city,"1,315"
Illinois,.Tovey village,485
Illinois,.Towanda village,492
Illinois,.Tower Hill village,577
Illinois,.Tower Lakes village,"1,320"
Illinois,.Tremont village,"2,082"
Illinois,.Trenton city,"2,628"
Illinois,.Trout Valley village,601
Illinois,.Troy city,"9,855"
Illinois,.Troy Grove village,301
Illinois,.Tuscola city,"4,570"
Illinois,.Ullin village,688
Illinois,.Union village,620
Illinois,.Union Hill village,65
Illinois,.University Park village,"8,222"
Illinois,.Urbana city,"39,985"
Illinois,.Ursa village,585
Illinois,.Valier village,664
Illinois,.Valley City village,13
Illinois,.Valmeyer village,"1,168"
Illinois,.Vandalia city,"6,295"
Illinois,.Varna village,410
Illinois,.Venedy village,129
Illinois,.Venice city,"2,418"
Illinois,.Vergennes village,328
Illinois,.Vermilion village,219
Illinois,.Vermont village,751
Illinois,.Vernon village,169
Illinois,.Vernon Hills village,"24,400"
Illinois,.Verona village,259
Illinois,.Versailles village,531
Illinois,.Victoria village,291
Illinois,.Vienna city,"1,305"
Illinois,.Villa Grove city,"2,389"
Illinois,.Villa Park village,"22,225"
Illinois,.Viola village,915
Illinois,.Virden city,"3,338"
Illinois,.Virgil village,381
Illinois,.Virginia city,"1,660"
Illinois,.Volo village,"1,044"
Illinois,.Wadsworth village,"3,876"
Illinois,.Waggoner village,238
Illinois,.Walnut village,"1,390"
Illinois,.Walnut Hill village,103
Illinois,.Walshville village,86
Illinois,.Waltonville village,427
Illinois,.Wamac city,"1,261"
Illinois,.Wapella village,629
Illinois,.Warren village,"1,356"
Illinois,.Warrensburg village,"1,160"
Illinois,.Warrenville city,"13,050"
Illinois,.Warsaw city,"1,572"
Illinois,.Washburn village,"1,111"
Illinois,.Washington city,"14,292"
Illinois,.Washington Park village,"5,554"
Illinois,.Wataga village,782
Illinois,.Waterloo city,"9,980"
Illinois,.Waterman village,"1,529"
Illinois,.Watseka city,"5,375"
Illinois,.Watson village,746
Illinois,.Wauconda village,"12,285"
Illinois,.Waukegan city,"90,622"
Illinois,.Waverly city,"1,223"
Illinois,.Wayne village,"2,407"
Illinois,.Wayne City village,"1,049"
Illinois,.Waynesville village,421
Illinois,.Weldon village,409
Illinois,.Wellington village,261
Illinois,.Wenona city,"1,043"
Illinois,.Wenonah village,42
Illinois,.West Brooklyn village,165
Illinois,.Westchester village,"15,609"
Illinois,.West Chicago city,"26,475"
Illinois,.West City village,764
Illinois,.West Dundee village,"8,015"
Illinois,.Western Springs village,"12,644"
Illinois,.Westfield village,648
Illinois,.West Frankfort city,"8,125"
Illinois,.Westmont village,"24,999"
Illinois,.West Peoria city,"4,494"
Illinois,.West Point village,177
Illinois,.West Salem village,929
Illinois,.Westville village,"2,972"
Illinois,.Wheaton city,"54,568"
Illinois,.Wheeler village,113
Illinois,.Wheeling village,"35,912"
Illinois,.Whiteash village,277
Illinois,.White City village,220
Illinois,.White Hall city,"2,440"
Illinois,.Williamsfield village,570
Illinois,.Williamson village,245
Illinois,.Williamsville village,"1,387"
Illinois,.Willisville village,686
Illinois,.Willowbrook village,"8,791"
Illinois,.Willow Hill village,229
Illinois,.Willow Springs village,"5,857"
Illinois,.Wilmette village,"26,300"
Illinois,.Wilmington village,112
Illinois,.Wilmington city,"6,211"
Illinois,.Wilsonville village,574
Illinois,.Winchester city,"1,547"
Illinois,.Windsor village,671
Illinois,.Windsor city,"1,029"
Illinois,.Winfield village,"9,988"
Illinois,.Winnebago village,"3,235"
Illinois,.Winnetka village,"12,381"
Illinois,.Winslow village,326
Illinois,.Winthrop Harbor village,"7,200"
Illinois,.Witt city,949
Illinois,.Wonder Lake village,"3,867"
Illinois,.Wood Dale city,"13,882"
Illinois,.Woodhull village,785
Illinois,.Woodland village,301
Illinois,.Woodlawn village,722
Illinois,.Woodridge village,"34,173"
Illinois,.Wood River city,"10,936"
Illinois,.Woodson village,538
Illinois,.Woodstock city,"24,333"
Illinois,.Worden village,"1,041"
Illinois,.Worth village,"10,382"
Illinois,.Wyanet village,978
Illinois,.Wyoming city,"1,366"
Illinois,.Xenia village,387
Illinois,.Yale village,91
Illinois,.Yates City village,664
Illinois,.Yorkville city,"16,717"
Illinois,.Zeigler city,"1,657"
Illinois,.Zion city,"25,206"
Indiana,.Advance town,590
Indiana,.Akron town,"1,007"
Indiana,.Alamo town,136
Indiana,.Albany town,"2,304"
Indiana,.Albion town,"2,351"
Indiana,.Alexandria city,"5,628"
Indiana,.Alfordsville town,117
Indiana,.Alton town,52
Indiana,.Altona town,191
Indiana,.Ambia town,176
Indiana,.Amboy town,328
Indiana,.Amo town,466
Indiana,.Anderson city,"57,189"
Indiana,.Andrews town,"1,255"
Indiana,.Angola city,"8,276"
Indiana,.Arcadia town,"1,891"
Indiana,.Argos town,"1,810"
Indiana,.Ashley town,996
Indiana,.Atlanta town,906
Indiana,.Attica city,"3,256"
Indiana,.Auburn city,"13,084"
Indiana,.Aurora city,"4,094"
Indiana,.Austin town,"4,590"
Indiana,.Avilla town,"2,440"
Indiana,.Avon town,"12,708"
Indiana,.Bainbridge town,753
Indiana,.Bargersville town,"3,462"
Indiana,.Batesville city,"6,414"
Indiana,.Battle Ground town,"1,424"
Indiana,.Bedford city,"13,421"
Indiana,.Beech Grove city,"14,473"
Indiana,.Berne city,"4,423"
Indiana,.Bethany town,92
Indiana,.Beverly Shores town,739
Indiana,.Bicknell city,"3,219"
Indiana,.Birdseye town,468
Indiana,.Bloomfield town,"2,462"
Indiana,.Bloomingdale town,301
Indiana,.Bloomington city,"71,939"
Indiana,.Blountsville town,160
Indiana,.Bluffton city,"9,165"
Indiana,.Boonville city,"6,838"
Indiana,.Borden town,857
Indiana,.Boston town,168
Indiana,.Boswell town,746
Indiana,.Bourbon town,"1,765"
Indiana,.Brazil city,"8,217"
Indiana,.Bremen town,"4,651"
Indiana,.Bristol town,"1,658"
Indiana,.Brook town,962
Indiana,.Brooklyn town,"1,496"
Indiana,.Brooksburg town,73
Indiana,.Brookston town,"1,546"
Indiana,.Brookville town,"2,885"
Indiana,.Brownsburg town,"20,644"
Indiana,.Brownstown town,"2,986"
Indiana,.Bruceville town,449
Indiana,.Bryant town,255
Indiana,.Bunker Hill town,"1,046"
Indiana,.Burket town,192
Indiana,.Burlington town,429
Indiana,.Burnettsville town,335
Indiana,.Burns Harbor town,"1,173"
Indiana,.Butler city,"2,681"
Indiana,.Cadiz town,164
Indiana,.Cambridge City town,"1,956"
Indiana,.Camden town,542
Indiana,.Campbellsburg town,571
Indiana,.Cannelburg town,159
Indiana,.Cannelton city,"1,130"
Indiana,.Carbon town,331
Indiana,.Carlisle town,670
Indiana,.Carmel city,"69,547"
Indiana,.Carthage town,840
Indiana,.Cayuga town,"1,084"
Indiana,.Cedar Grove town,180
Indiana,.Cedar Lake town,"11,162"
Indiana,.Center Point town,286
Indiana,.Centerville town,"2,587"
Indiana,.Chalmers town,459
Indiana,.Chandler town,"3,173"
Indiana,.Charlestown city,"7,473"
Indiana,.Chesterfield town,"2,796"
Indiana,.Chesterton town,"12,842"
Indiana,.Chrisney town,526
Indiana,.Churubusco town,"1,807"
Indiana,.Cicero town,"4,614"
Indiana,.Clarks Hill town,694
Indiana,.Clarksville town,"22,190"
Indiana,.Clay City town,"1,001"
Indiana,.Claypool town,300
Indiana,.Clayton town,847
Indiana,.Clear Lake town,272
Indiana,.Clermont town,"1,503"
Indiana,.Clifford town,308
Indiana,.Clinton city,"4,776"
Indiana,.Cloverdale town,"2,178"
Indiana,.Coatesville town,580
Indiana,.Colfax town,779
Indiana,.Columbia City city,"8,369"
Indiana,.Columbus city,"40,308"
Indiana,.Connersville city,"13,834"
Indiana,.Converse town,"1,079"
Indiana,.Corunna town,248
Indiana,.Corydon town,"2,801"
Indiana,.Country Club Heights town,86
Indiana,.Covington city,"2,398"
Indiana,.Crandall town,134
Indiana,.Crane town,191
Indiana,.Crawfordsville city,"15,090"
Indiana,.Cromwell town,502
Indiana,.Crothersville town,"1,504"
Indiana,.Crown Point city,"24,410"
Indiana,.Crows Nest town,115
Indiana,.Culver town,"1,511"
Indiana,.Cumberland town,"5,617"
Indiana,.Cynthiana town,640
Indiana,.Dale town,"1,488"
Indiana,.Daleville town,"1,572"
Indiana,.Dana town,658
Indiana,.Danville town,"8,427"
Indiana,.Darlington town,828
Indiana,.Darmstadt town,"1,508"
Indiana,.Dayton town,"1,231"
Indiana,.Decatur city,"9,639"
Indiana,.Decker town,273
Indiana,.Delphi city,"2,837"
Indiana,.De Motte town,"4,506"
Indiana,.Denver town,495
Indiana,.Dillsboro town,"1,468"
Indiana,.Dublin town,647
Indiana,.Dugger town,927
Indiana,.Dune Acres town,233
Indiana,.Dunkirk city,"2,552"
Indiana,.Dunreith town,175
Indiana,.Dupont town,392
Indiana,.Dyer town,"15,927"
Indiana,.Earl Park town,437
Indiana,.East Chicago city,"29,900"
Indiana,.East Germantown town,220
Indiana,.Eaton town,"1,501"
Indiana,.Economy town,191
Indiana,.Edgewood town,"1,861"
Indiana,.Edinburgh town,"4,724"
Indiana,.Edwardsport town,342
Indiana,.Elberfeld town,646
Indiana,.Elizabeth town,146
Indiana,.Elizabethtown town,415
Indiana,.Elkhart city,"53,060"
Indiana,.Ellettsville town,"6,059"
Indiana,.Elnora town,738
Indiana,.Elwood city,"9,075"
Indiana,.English town,652
Indiana,.Etna Green town,629
Indiana,.Evansville city,"116,584"
Indiana,.Fairland town,379
Indiana,.Fairmount town,"2,732"
Indiana,.Fairview Park town,"1,458"
