State,Town,7_2009
W Virginia,.Williamstown city,"2,993"
W Virginia,.Windsor Heights village,384
W Virginia,.Winfield town,"2,039"
W Virginia,.Womelsdorf (Coalton) town,249
W Virginia,.Worthington town,164
Wisconsin,.Abbotsford city,"1,893"
Wisconsin,.Adams city,"1,717"
Wisconsin,.Adell village,504
Wisconsin,.Albany village,"1,112"
Wisconsin,.Algoma city,"3,148"
Wisconsin,.Allouez village,"14,940"
Wisconsin,.Alma city,863
Wisconsin,.Alma Center village,441
Wisconsin,.Almena village,719
Wisconsin,.Almond village,421
Wisconsin,.Altoona city,"6,659"
Wisconsin,.Amery city,"2,752"
Wisconsin,.Amherst village,"1,036"
Wisconsin,.Amherst Junction village,351
Wisconsin,.Aniwa village,253
Wisconsin,.Antigo city,"7,905"
Wisconsin,.Appleton city,"70,893"
Wisconsin,.Arcadia city,"2,331"
Wisconsin,.Arena village,815
Wisconsin,.Argyle village,758
Wisconsin,.Arlington village,673
Wisconsin,.Arpin village,317
Wisconsin,.Ashland city,"7,946"
Wisconsin,.Ashwaubenon village,"17,598"
Wisconsin,.Athens village,"1,051"
Wisconsin,.Auburndale village,758
Wisconsin,.Augusta city,"1,426"
Wisconsin,.Avoca village,581
Wisconsin,.Bagley village,318
Wisconsin,.Baldwin village,"3,615"
Wisconsin,.Balsam Lake village,"1,035"
Wisconsin,.Bangor village,"1,392"
Wisconsin,.Baraboo city,"11,159"
Wisconsin,.Barneveld village,"1,192"
Wisconsin,.Barron city,"3,095"
Wisconsin,.Bay City village,480
Wisconsin,.Bayfield city,551
Wisconsin,.Bayside village,"4,458"
Wisconsin,.Bear Creek village,409
Wisconsin,.Beaver Dam city,"15,255"
Wisconsin,.Belgium village,"2,259"
Wisconsin,.Bell Center village,105
Wisconsin,.Belleville village,"2,332"
Wisconsin,.Bellevue village,"15,067"
Wisconsin,.Belmont village,889
Wisconsin,.Beloit city,"36,560"
Wisconsin,.Benton village,949
Wisconsin,.Berlin city,"4,962"
Wisconsin,.Big Bend village,"1,321"
Wisconsin,.Big Falls village,80
Wisconsin,.Birchwood village,527
Wisconsin,.Birnamwood village,779
Wisconsin,.Biron village,829
Wisconsin,.Black Creek village,"1,250"
Wisconsin,.Black Earth village,"1,340"
Wisconsin,.Black River Falls city,"3,403"
Wisconsin,.Blair city,"1,230"
Wisconsin,.Blanchardville village,738
Wisconsin,.Bloomer city,"3,323"
Wisconsin,.Bloomington village,639
Wisconsin,.Blue Mounds village,766
Wisconsin,.Blue River village,405
Wisconsin,.Boaz village,128
Wisconsin,.Bonduel village,"1,365"
Wisconsin,.Boscobel city,"3,138"
Wisconsin,.Bowler village,327
Wisconsin,.Boyceville village,"1,070"
Wisconsin,.Boyd village,592
Wisconsin,.Brandon village,879
Wisconsin,.Brillion city,"2,815"
Wisconsin,.Brodhead city,"3,099"
Wisconsin,.Brokaw village,261
Wisconsin,.Brookfield city,"39,200"
Wisconsin,.Brooklyn village,"1,317"
Wisconsin,.Brown Deer village,"12,108"
Wisconsin,.Brownsville village,543
Wisconsin,.Browntown village,257
Wisconsin,.Bruce village,683
Wisconsin,.Buffalo City city,989
Wisconsin,.Burlington city,"10,564"
Wisconsin,.Butler village,"1,785"
Wisconsin,.Butternut village,377
Wisconsin,.Cadott village,"1,353"
Wisconsin,.Caledonia village,"25,909"
Wisconsin,.Cambria village,746
Wisconsin,.Cambridge village,"1,374"
Wisconsin,.Cameron village,"1,701"
Wisconsin,.Campbellsport village,"1,943"
Wisconsin,.Camp Douglas village,543
Wisconsin,.Cascade village,694
Wisconsin,.Casco village,540
Wisconsin,.Cashton village,"1,048"
Wisconsin,.Cassville village,969
Wisconsin,.Catawba village,121
Wisconsin,.Cazenovia village,321
Wisconsin,.Cecil village,567
Wisconsin,.Cedarburg city,"11,082"
Wisconsin,.Cedar Grove village,"2,022"
Wisconsin,.Centuria village,946
Wisconsin,.Chaseburg village,289
Wisconsin,.Chenequa village,594
Wisconsin,.Chetek city,"2,147"
Wisconsin,.Chilton city,"3,680"
Wisconsin,.Chippewa Falls city,"12,890"
Wisconsin,.Clayton village,553
Wisconsin,.Clear Lake village,"1,084"
Wisconsin,.Cleveland village,"1,372"
Wisconsin,.Clinton village,"2,231"
Wisconsin,.Clintonville city,"4,326"
Wisconsin,.Clyman village,379
Wisconsin,.Cobb village,430
Wisconsin,.Cochrane village,382
Wisconsin,.Colby city,"1,710"
Wisconsin,.Coleman village,666
Wisconsin,.Colfax village,"1,111"
Wisconsin,.Coloma village,458
Wisconsin,.Columbus city,"4,921"
Wisconsin,.Combined Locks village,"3,235"
Wisconsin,.Conrath village,114
Wisconsin,.Coon Valley village,696
Wisconsin,.Cornell city,"1,403"
Wisconsin,.Cottage Grove village,"5,986"
Wisconsin,.Couderay village,89
Wisconsin,.Crandon city,"1,819"
Wisconsin,.Crivitz village,969
Wisconsin,.Cross Plains village,"3,606"
Wisconsin,.Cuba City city,"1,982"
Wisconsin,.Cudahy city,"18,980"
Wisconsin,.Cumberland city,"2,248"
Wisconsin,.Curtiss village,202
Wisconsin,.Dallas village,354
Wisconsin,.Dane village,"1,003"
Wisconsin,.Darien village,"1,610"
Wisconsin,.Darlington city,"2,244"
Wisconsin,.Deerfield village,"2,413"
Wisconsin,.Deer Park village,220
Wisconsin,.DeForest village,"9,074"
Wisconsin,.Delafield city,"6,926"
Wisconsin,.Delavan city,"8,282"
Wisconsin,.Denmark village,"2,216"
Wisconsin,.De Pere city,"23,419"
Wisconsin,.De Soto village,496
Wisconsin,.Dickeyville village,"1,019"
Wisconsin,.Dodgeville city,"4,485"
Wisconsin,.Dorchester village,816
Wisconsin,.Dousman village,"2,049"
Wisconsin,.Downing village,244
Wisconsin,.Doylestown village,346
Wisconsin,.Dresser village,830
Wisconsin,.Durand city,"1,841"
Wisconsin,.Eagle village,"1,859"
Wisconsin,.Eagle River city,"1,626"
Wisconsin,.Eastman village,424
Wisconsin,.East Troy village,"4,412"
Wisconsin,.Eau Claire city,"66,278"
Wisconsin,.Eden village,797
Wisconsin,.Edgar village,"1,453"
Wisconsin,.Edgerton city,"5,339"
Wisconsin,.Egg Harbor village,247
Wisconsin,.Eland village,225
Wisconsin,.Elderon village,170
Wisconsin,.Eleva village,631
Wisconsin,.Elkhart Lake village,"1,225"
Wisconsin,.Elkhorn city,"9,118"
Wisconsin,.Elk Mound village,804
Wisconsin,.Ellsworth village,"3,097"
Wisconsin,.Elm Grove village,"6,035"
Wisconsin,.Elmwood village,791
Wisconsin,.Elmwood Park village,466
Wisconsin,.Elroy city,"1,432"
Wisconsin,.Embarrass village,451
Wisconsin,.Endeavor village,437
Wisconsin,.Ephraim village,314
Wisconsin,.Ettrick village,491
Wisconsin,.Evansville city,"4,980"
Wisconsin,.Exeland village,199
Wisconsin,.Fairchild village,521
Wisconsin,.Fairwater village,352
Wisconsin,.Fall Creek village,"1,308"
Wisconsin,.Fall River village,"1,539"
Wisconsin,.Fennimore city,"2,198"
Wisconsin,.Fenwood village,155
Wisconsin,.Ferryville village,164
Wisconsin,.Fitchburg city,"24,141"
Wisconsin,.Fond du Lac city,"42,340"
Wisconsin,.Fontana-on-Geneva Lake village,"1,828"
Wisconsin,.Footville village,757
Wisconsin,.Forestville village,377
Wisconsin,.Fort Atkinson city,"11,929"
Wisconsin,.Fountain City city,948
Wisconsin,.Fox Lake city,"1,454"
Wisconsin,.Fox Point village,"6,870"
Wisconsin,.Francis Creek village,660
Wisconsin,.Franklin city,"36,987"
Wisconsin,.Frederic village,"1,187"
Wisconsin,.Fredonia village,"2,181"
Wisconsin,.Fremont village,681
Wisconsin,.Friendship village,739
Wisconsin,.Friesland village,291
Wisconsin,.Galesville city,"1,403"
Wisconsin,.Gays Mills village,587
Wisconsin,.Genoa village,247
Wisconsin,.Genoa City village,"2,859"
Wisconsin,.Germantown village,"19,642"
Wisconsin,.Gillett city,"1,184"
Wisconsin,.Gilman village,440
Wisconsin,.Glenbeulah village,450
Wisconsin,.Glendale city,"13,049"
Wisconsin,.Glen Flora village,84
Wisconsin,.Glenwood City city,"1,196"
Wisconsin,.Grafton village,"11,562"
Wisconsin,.Granton village,377
Wisconsin,.Grantsburg village,"1,382"
Wisconsin,.Gratiot village,225
Wisconsin,.Green Bay city,"101,412"
Wisconsin,.Greendale village,"14,119"
Wisconsin,.Greenfield city,"36,459"
Wisconsin,.Green Lake city,"1,120"
Wisconsin,.Greenwood city,"1,023"
Wisconsin,.Gresham village,560
Wisconsin,.Hales Corners village,"7,769"
Wisconsin,.Hammond village,"1,898"
Wisconsin,.Hancock village,425
Wisconsin,.Hartford city,"14,153"
Wisconsin,.Hartland village,"8,694"
Wisconsin,.Hatley village,487
Wisconsin,.Haugen village,271
Wisconsin,.Hawkins village,294
Wisconsin,.Hayward city,"2,248"
Wisconsin,.Hazel Green village,"1,104"
Wisconsin,.Hewitt village,771
Wisconsin,.Highland village,821
Wisconsin,.Hilbert village,"1,059"
Wisconsin,.Hillsboro city,"1,313"
Wisconsin,.Hixton village,433
Wisconsin,.Hobart village,"6,164"
Wisconsin,.Hollandale village,264
Wisconsin,.Holmen village,"8,386"
Wisconsin,.Horicon city,"3,521"
Wisconsin,.Hortonville village,"2,788"
Wisconsin,.Howard village,"17,028"
Wisconsin,.Howards Grove village,"3,154"
Wisconsin,.Hudson city,"12,414"
Wisconsin,.Hurley city,"1,533"
Wisconsin,.Hustisford village,"1,109"
Wisconsin,.Hustler village,110
Wisconsin,.Independence city,"1,224"
Wisconsin,.Ingram village,75
Wisconsin,.Iola village,"1,275"
Wisconsin,.Iron Ridge village,992
Wisconsin,.Ironton village,231
Wisconsin,.Jackson village,"6,515"
Wisconsin,.Janesville city,"63,325"
Wisconsin,.Jefferson city,"7,891"
Wisconsin,.Johnson Creek village,"2,328"
Wisconsin,.Junction City village,412
Wisconsin,.Juneau city,"2,629"
Wisconsin,.Kaukauna city,"15,658"
Wisconsin,.Kekoskee village,160
Wisconsin,.Kellnersville village,341
Wisconsin,.Kendall village,460
Wisconsin,.Kennan village,147
Wisconsin,.Kenosha city,"98,187"
Wisconsin,.Kewaskum village,"4,173"
Wisconsin,.Kewaunee city,"2,745"
Wisconsin,.Kiel city,"3,510"
Wisconsin,.Kimberly village,"6,494"
Wisconsin,.Kingston village,280
Wisconsin,.Knapp village,441
Wisconsin,.Kohler village,"1,946"
Wisconsin,.Kronenwetter village,"6,930"
Wisconsin,.Lac La Belle village,430
Wisconsin,.La Crosse city,"51,231"
Wisconsin,.Ladysmith city,"3,268"
Wisconsin,.La Farge village,765
Wisconsin,.Lake Delton village,"2,826"
Wisconsin,.Lake Geneva city,"8,029"
Wisconsin,.Lake Hallie village,"6,027"
Wisconsin,.Lake Mills city,"5,517"
Wisconsin,.Lake Nebagamon village,"1,047"
Wisconsin,.Lancaster city,"3,794"
Wisconsin,.Lannon village,"1,094"
Wisconsin,.La Valle village,299
Wisconsin,.Lena village,473
Wisconsin,.Lime Ridge village,153
Wisconsin,.Linden village,574
Wisconsin,.Little Chute village,"11,167"
Wisconsin,.Livingston village,557
Wisconsin,.Lodi city,"2,906"
Wisconsin,.Loganville village,267
Wisconsin,.Lohrville village,400
Wisconsin,.Lomira village,"2,403"
Wisconsin,.Lone Rock village,849
Wisconsin,.Lowell village,347
Wisconsin,.Loyal city,"1,213"
Wisconsin,.Lublin village,92
Wisconsin,.Luck village,"1,158"
Wisconsin,.Luxemburg village,"2,237"
Wisconsin,.Lyndon Station village,434
Wisconsin,.Lynxville village,170
Wisconsin,.McFarland village,"7,882"
Wisconsin,.Madison city,"235,419"
Wisconsin,.Maiden Rock village,117
Wisconsin,.Manawa city,"1,232"
Wisconsin,.Manitowoc city,"32,764"
Wisconsin,.Maple Bluff village,"1,382"
Wisconsin,.Marathon City village,"1,547"
Wisconsin,.Maribel village,273
Wisconsin,.Marinette city,"10,507"
Wisconsin,.Marion city,"1,177"
Wisconsin,.Markesan city,"1,271"
Wisconsin,.Marquette village,152
Wisconsin,.Marshall village,"3,766"
Wisconsin,.Marshfield city,"18,814"
Wisconsin,.Mason village,78
Wisconsin,.Mattoon village,420
Wisconsin,.Mauston city,"4,185"
Wisconsin,.Mayville city,"5,270"
Wisconsin,.Mazomanie village,"1,715"
Wisconsin,.Medford city,"4,029"
Wisconsin,.Mellen city,772
Wisconsin,.Melrose village,489
Wisconsin,.Melvina village,87
Wisconsin,.Menasha city,"16,985"
Wisconsin,.Menomonee Falls village,"34,623"
Wisconsin,.Menomonie city,"15,758"
Wisconsin,.Mequon city,"23,476"
Wisconsin,.Merrill city,"9,493"
Wisconsin,.Merrillan village,562
Wisconsin,.Merrimac village,441
Wisconsin,.Merton village,"2,956"
Wisconsin,.Middleton city,"17,281"
Wisconsin,.Milladore village,253
Wisconsin,.Milltown village,885
Wisconsin,.Milton city,"5,744"
Wisconsin,.Milwaukee city,"605,013"
Wisconsin,.Mineral Point city,"2,520"
Wisconsin,.Minong village,532
Wisconsin,.Mishicot village,"1,371"
Wisconsin,.Mondovi city,"2,528"
Wisconsin,.Monona city,"8,532"
Wisconsin,.Monroe city,"10,511"
Wisconsin,.Montello city,"1,409"
Wisconsin,.Montfort village,618
Wisconsin,.Monticello village,"1,130"
Wisconsin,.Montreal city,720
Wisconsin,.Mosinee city,"4,039"
Wisconsin,.Mount Calvary village,919
Wisconsin,.Mount Hope village,168
Wisconsin,.Mount Horeb village,"6,998"
Wisconsin,.Mount Pleasant village,"26,601"
Wisconsin,.Mount Sterling village,190
Wisconsin,.Mukwonago village,"7,117"
Wisconsin,.Muscoda village,"1,292"
Wisconsin,.Muskego city,"23,134"
Wisconsin,.Nashotah village,"1,363"
Wisconsin,.Necedah village,822
Wisconsin,.Neenah city,"25,530"
Wisconsin,.Neillsville city,"2,535"
Wisconsin,.Nekoosa city,"2,506"
Wisconsin,.Nelson village,359
Wisconsin,.Nelsonville village,175
Wisconsin,.Neosho village,559
Wisconsin,.Neshkoro village,429
Wisconsin,.New Auburn village,545
Wisconsin,.New Berlin city,"39,281"
Wisconsin,.Newburg village,"1,253"
Wisconsin,.New Glarus village,"2,061"
Wisconsin,.New Holstein city,"3,097"
Wisconsin,.New Lisbon city,"2,308"
Wisconsin,.New London city,"6,859"
Wisconsin,.New Richmond city,"8,326"
Wisconsin,.Niagara city,"1,699"
Wisconsin,.Nichols village,280
Wisconsin,.North Bay village,250
Wisconsin,.North Fond du Lac village,"5,055"
Wisconsin,.North Freedom village,583
Wisconsin,.North Hudson village,"3,806"
Wisconsin,.North Prairie village,"2,050"
Wisconsin,.Norwalk village,604
Wisconsin,.Oak Creek city,"33,959"
Wisconsin,.Oakdale village,319
Wisconsin,.Oakfield village,"1,008"
Wisconsin,.Oconomowoc city,"14,742"
Wisconsin,.Oconomowoc Lake village,603
Wisconsin,.Oconto city,"4,530"
Wisconsin,.Oconto Falls city,"2,764"
Wisconsin,.Ogdensburg village,206
Wisconsin,.Oliver village,436
Wisconsin,.Omro city,"3,414"
Wisconsin,.Onalaska city,"17,120"
Wisconsin,.Ontario village,460
Wisconsin,.Oostburg village,"2,832"
Wisconsin,.Oregon village,"9,492"
Wisconsin,.Orfordville village,"1,420"
Wisconsin,.Osceola village,"2,687"
Wisconsin,.Oshkosh city,"64,306"
Wisconsin,.Osseo city,"1,586"
Wisconsin,.Owen city,861
Wisconsin,.Oxford village,538
Wisconsin,.Paddock Lake village,"3,154"
Wisconsin,.Palmyra village,"1,741"
Wisconsin,.Pardeeville village,"2,050"
Wisconsin,.Park Falls city,"2,282"
Wisconsin,.Park Ridge village,476
Wisconsin,.Patch Grove village,142
Wisconsin,.Pepin village,900
Wisconsin,.Peshtigo city,"3,257"
Wisconsin,.Pewaukee city,"12,614"
Wisconsin,.Pewaukee village,"8,915"
Wisconsin,.Phillips city,"1,485"
Wisconsin,.Pigeon Falls village,380
Wisconsin,.Pittsville city,874
Wisconsin,.Plain village,745
Wisconsin,.Plainfield village,842
Wisconsin,.Platteville city,"10,288"
Wisconsin,.Pleasant Prairie village,"19,878"
Wisconsin,.Plover village,"12,253"
Wisconsin,.Plum City village,571
Wisconsin,.Plymouth city,"8,302"
Wisconsin,.Poplar village,639
Wisconsin,.Portage city,"9,803"
Wisconsin,.Port Edwards village,"1,805"
Wisconsin,.Port Washington city,"11,168"
Wisconsin,.Potosi village,666
Wisconsin,.Potter village,230
Wisconsin,.Pound village,322
Wisconsin,.Poynette village,"2,484"
Wisconsin,.Prairie du Chien city,"5,640"
Wisconsin,.Prairie du Sac village,"3,624"
Wisconsin,.Prairie Farm village,504
Wisconsin,.Prentice village,561
Wisconsin,.Prescott city,"3,914"
Wisconsin,.Princeton city,"1,388"
Wisconsin,.Pulaski village,"3,508"
Wisconsin,.Racine city,"82,009"
Wisconsin,.Radisson village,215
Wisconsin,.Randolph village,"1,619"
Wisconsin,.Random Lake village,"1,597"
Wisconsin,.Readstown village,374
Wisconsin,.Redgranite village,"2,050"
Wisconsin,.Reedsburg city,"8,673"
Wisconsin,.Reedsville village,"1,107"
Wisconsin,.Reeseville village,712
Wisconsin,.Rewey village,287
Wisconsin,.Rhinelander city,"7,521"
Wisconsin,.Rib Lake village,834
Wisconsin,.Rice Lake city,"8,352"
Wisconsin,.Richfield village,"11,196"
Wisconsin,.Richland Center city,"4,983"
Wisconsin,.Ridgeland village,248
Wisconsin,.Ridgeway village,664
Wisconsin,.Rio village,971
Wisconsin,.Ripon city,"7,474"
Wisconsin,.River Falls city,"14,539"
Wisconsin,.River Hills village,"1,678"
Wisconsin,.Roberts village,"1,665"
Wisconsin,.Rochester village,"3,382"
Wisconsin,.Rockdale village,213
Wisconsin,.Rockland village,658
Wisconsin,.Rock Springs village,386
Wisconsin,.Rosendale village,"1,015"
Wisconsin,.Rosholt village,477
Wisconsin,.Rothschild village,"5,294"
Wisconsin,.Rudolph village,418
Wisconsin,.St. Cloud village,509
Wisconsin,.St. Croix Falls city,"2,105"
Wisconsin,.St. Francis city,"9,852"
Wisconsin,.St. Nazianz village,699
Wisconsin,.Sauk City village,"3,117"
Wisconsin,.Saukville village,"4,360"
Wisconsin,.Scandinavia village,348
Wisconsin,.Schofield city,"2,329"
Wisconsin,.Seymour city,"3,390"
Wisconsin,.Sharon village,"1,492"
Wisconsin,.Shawano city,"8,845"
Wisconsin,.Sheboygan city,"47,782"
Wisconsin,.Sheboygan Falls city,"7,800"
Wisconsin,.Sheldon village,224
Wisconsin,.Shell Lake city,"1,314"
Wisconsin,.Sherwood village,"2,361"
Wisconsin,.Shiocton village,944
Wisconsin,.Shorewood village,"13,315"
Wisconsin,.Shorewood Hills village,"1,679"
Wisconsin,.Shullsburg city,"1,133"
Wisconsin,.Silver Lake village,"2,507"
Wisconsin,.Siren village,760
Wisconsin,.Sister Bay village,894
Wisconsin,.Slinger village,"4,805"
Wisconsin,.Soldiers Grove village,585
Wisconsin,.Solon Springs village,582
Wisconsin,.Somerset village,"2,336"
Wisconsin,.South Milwaukee city,"21,342"
Wisconsin,.South Wayne village,449
Wisconsin,.Sparta city,"9,067"
